批次序号,原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
0,QKQ-0218S,41,2293,1986.0,896.0,362.0,299.0
0,QKQ-0218S,42,3318,0.0,0.0,1882.0,427.0
0,QKQ-0218S,42,2492,1882.0,0.0,529.0,422.0
0,QKQ-0218S,42,1030,0.0,427.0,1203.0,425.5
0,QKQ-0218S,42,2222,1203.0,427.0,1203.0,425.5
0,QKQ-0218S,42,2936,0.0,854.0,706.0,359.5
0,QKQ-0218S,42,310,706.0,854.0,528.0,362.0
0,QKQ-0218S,42,3408,1234.0,854.0,528.0,362.0
0,QKQ-0218S,42,2617,1762.0,854.0,526.0,362.0
0,QKQ-0218S,43,19950,0.0,0.0,2334.0,425.0
0,QKQ-0218S,43,22025,0.0,427.0,2334.0,425.0
0,QKQ-0218S,43,3477,0.0,854.0,768.0,362.0
0,QKQ-0218S,43,85,768.0,854.0,706.0,359.5
0,QKQ-0218S,43,784,1474.0,854.0,706.0,359.5
0,QKQ-0218S,44,2773,0.0,0.0,529.0,422.0
0,QKQ-0218S,44,2906,529.0,0.0,529.0,422.0
0,QKQ-0218S,44,420,1058.0,0.0,510.0,421.0
0,QKQ-0218S,44,1754,1568.0,0.0,510.0,421.0
0,QKQ-0218S,44,752,0.0,427.0,2034.0,423.5
0,QKQ-0218S,44,809,0.0,854.0,706.0,359.5
0,QKQ-0218S,44,2511,706.0,854.0,706.0,359.5
0,QKQ-0218S,44,2521,1412.0,854.0,706.0,359.5
0,QKQ-0218S,45,2260,0.0,0.0,504.5,395.0
0,QKQ-0218S,45,3598,504.5,0.0,503.5,404.0
0,QKQ-0218S,45,140,1008.0,0.0,494.5,411.0
0,QKQ-0218S,45,1825,1502.5,0.0,494.5,411.0
0,QKQ-0218S,45,19978,1997.0,0.0,443.0,405.0
0,QKQ-0218S,45,2374,0.0,411.0,2034.0,395.0
0,QKQ-0218S,45,415,2034.0,411.0,398.0,398.0
0,QKQ-0218S,45,336,0.0,822.0,951.0,380.0
0,QKQ-0218S,45,581,951.0,822.0,951.0,380.0
0,QKQ-0218S,45,1092,1902.0,822.0,538.0,383.0
0,QKQ-0218S,46,3551,0.0,0.0,2034.0,403.5
0,QKQ-0218S,46,2298,2034.0,0.0,398.0,398.0
0,QKQ-0218S,46,1317,0.0,411.0,988.0,400.0
0,QKQ-0218S,46,2158,988.0,411.0,988.0,400.0
0,QKQ-0218S,46,1615,1976.0,411.0,445.0,396.0
0,QKQ-0218S,46,3627,0.0,822.0,838.0,380.0
0,QKQ-0218S,46,1380,838.0,822.0,800.5,379.0
0,QKQ-0218S,46,2034,1638.5,822.0,800.5,379.0
0,QKQ-0218S,47,2201,0.0,0.0,988.0,400.0
0,QKQ-0218S,47,2445,988.0,0.0,988.0,400.0
0,QKQ-0218S,47,755,1976.0,0.0,442.0,399.0
0,QKQ-0218S,47,3198,0.0,411.0,988.0,400.0
0,QKQ-0218S,47,3613,988.0,411.0,988.0,400.0
0,QKQ-0218S,47,858,1976.0,411.0,442.0,399.0
0,QKQ-0218S,47,883,0.0,822.0,978.0,380.0
0,QKQ-0218S,47,1366,978.0,822.0,978.0,380.0
0,QKQ-0218S,47,181,1956.0,822.0,480.0,378.0
0,QKQ-0218S,48,21700,0.0,0.0,2334.0,405.0
0,QKQ-0218S,48,22999,0.0,411.0,2334.0,405.0
0,QKQ-0218S,48,1709,0.0,822.0,978.0,380.0
0,QKQ-0218S,48,1740,978.0,822.0,978.0,380.0
0,QKQ-0218S,48,253,1956.0,822.0,480.0,378.0
0,QKQ-0218S,49,952,0.0,0.0,442.0,399.0
0,QKQ-0218S,49,1695,442.0,0.0,442.0,399.0
0,QKQ-0218S,49,2109,884.0,0.0,442.0,399.0
0,QKQ-0218S,49,2253,1326.0,0.0,442.0,399.0
0,QKQ-0218S,49,2465,1768.0,0.0,442.0,399.0
0,QKQ-0218S,49,2522,0.0,411.0,442.0,399.0
0,QKQ-0218S,49,2536,442.0,411.0,442.0,399.0
0,QKQ-0218S,49,3095,884.0,411.0,442.0,399.0
0,QKQ-0218S,49,3712,1326.0,411.0,442.0,399.0
0,QKQ-0218S,49,3760,1768.0,411.0,442.0,399.0
0,QKQ-0218S,49,1801,0.0,822.0,978.0,380.0
0,QKQ-0218S,49,2768,978.0,822.0,978.0,380.0
0,QKQ-0218S,49,1143,1956.0,822.0,480.0,378.0
0,QKQ-0218S,50,3976,0.0,0.0,1208.0,410.0
0,QKQ-0218S,50,82,1208.0,0.0,988.0,400.0
0,QKQ-0218S,50,3710,0.0,411.0,988.0,400.0
0,QKQ-0218S,50,22162,988.0,411.0,598.0,408.0
0,QKQ-0218S,50,19579,1586.0,411.0,509.0,403.0
0,QKQ-0218S,50,2738,0.0,822.0,553.0,388.0
0,QKQ-0218S,50,1733,553.0,822.0,480.0,378.0
0,QKQ-0218S,50,774,1033.0,822.0,478.0,380.0
0,QKQ-0218S,50,2599,1511.0,822.0,478.0,380.0
0,QKQ-0218S,50,933,1989.0,822.0,447.0,379.0
0,QKQ-0218S,51,3746,0.0,0.0,2034.0,411.0
0,QKQ-0218S,51,4040,0.0,411.0,2034.0,411.0
0,QKQ-0218S,51,2985,0.0,822.0,978.0,380.0
0,QKQ-0218S,51,151,978.0,822.0,951.0,380.0
0,QKQ-0218S,51,1822,1929.0,822.0,504.5,376.0
0,QKQ-0218S,52,2276,0.0,0.0,1839.0,379.0
0,QKQ-0218S,52,22544,1839.0,0.0,579.0,372.0
0,QKQ-0218S,52,3759,0.0,390.0,1839.0,379.0
0,QKQ-0218S,52,292,1839.0,390.0,578.0,380.0
0,QKQ-0218S,52,703,0.0,780.0,951.0,380.0
0,QKQ-0218S,52,1881,951.0,780.0,951.0,380.0
0,QKQ-0218S,52,810,1902.0,780.0,504.5,377.5
0,QKQ-0218S,52,638,0.0,1170.0,445.0,48.0
0,QKQ-0218S,52,3963,445.0,1170.0,445.0,48.0
0,QKQ-0218S,52,371,890.0,1170.0,415.0,48.0
0,QKQ-0218S,52,1011,1305.0,1170.0,415.0,48.0
0,QKQ-0218S,52,2584,1720.0,1170.0,415.0,48.0
0,QKQ-0218S,53,3081,0.0,0.0,951.0,380.0
0,QKQ-0218S,53,3365,951.0,0.0,951.0,380.0
0,QKQ-0218S,53,3465,1902.0,0.0,504.5,377.5
0,QKQ-0218S,53,3818,0.0,390.0,951.0,380.0
0,QKQ-0218S,53,528,951.0,390.0,947.0,367.5
0,QKQ-0218S,53,1797,1898.0,390.0,503.5,372.0
0,QKQ-0218S,53,912,0.0,780.0,947.0,367.5
0,QKQ-0218S,53,3380,947.0,780.0,947.0,367.5
0,QKQ-0218S,53,337,1894.0,780.0,494.0,390.0
0,QKQ-0218S,53,3966,0.0,1170.0,415.0,48.0
0,QKQ-0218S,53,143,415.0,1170.0,398.0,48.0
0,QKQ-0218S,53,3193,813.0,1170.0,398.0,48.0
0,QKQ-0218S,54,3545,0.0,0.0,947.0,367.5
0,QKQ-0218S,54,3919,947.0,0.0,947.0,367.5
0,QKQ-0218S,54,3019,1894.0,0.0,494.0,390.0
0,QKQ-0218S,54,4072,0.0,390.0,947.0,367.5
0,QKQ-0218S,54,3494,947.0,390.0,838.0,380.0
0,QKQ-0218S,54,1992,1785.0,390.0,578.0,380.0
0,QKQ-0218S,54,19487,0.0,780.0,578.0,389.0
0,QKQ-0218S,54,20426,578.0,780.0,572.0,370.0
0,QKQ-0218S,54,21392,1150.0,780.0,560.0,371.0
0,QKQ-0218S,54,180,1710.0,780.0,553.0,388.0
0,QKQ-0218S,54,2442,0.0,1170.0,2398.0,38.0
0,QKQ-0218S,55,3891,0.0,0.0,800.5,379.0
0,QKQ-0218S,55,22356,800.5,0.0,728.0,388.0
0,QKQ-0218S,55,1790,1528.5,0.0,710.0,386.0
0,QKQ-0218S,55,1113,0.0,390.0,447.0,379.0
0,QKQ-0218S,55,1342,447.0,390.0,447.0,379.0
0,QKQ-0218S,55,1541,894.0,390.0,447.0,379.0
0,QKQ-0218S,55,2323,1341.0,390.0,447.0,379.0
0,QKQ-0218S,55,2352,1788.0,390.0,447.0,379.0
0,QKQ-0218S,55,2739,0.0,780.0,710.0,386.0
0,QKQ-0218S,55,156,710.0,780.0,707.0,379.0
0,QKQ-0218S,55,959,1417.0,780.0,707.0,379.0
0,QKQ-0218S,55,1793,0.0,1170.0,1998.0,38.0
0,QKQ-0218S,56,2002,0.0,0.0,707.0,379.0
0,QKQ-0218S,56,2229,707.0,0.0,707.0,379.0
0,QKQ-0218S,56,2494,1414.0,0.0,707.0,379.0
0,QKQ-0218S,56,2527,0.0,390.0,707.0,379.0
0,QKQ-0218S,56,2822,707.0,390.0,707.0,379.0
0,QKQ-0218S,56,3767,1414.0,390.0,707.0,379.0
0,QKQ-0218S,56,1499,0.0,780.0,2034.0,372.5
0,QKQ-0218S,56,1794,0.0,1170.0,1998.0,38.0
0,QKQ-0218S,57,2077,0.0,0.0,2034.0,376.0
0,QKQ-0218S,57,3512,0.0,390.0,2034.0,377.5
0,QKQ-0218S,57,4070,0.0,780.0,2034.0,377.5
0,QKQ-0218S,58,21446,0.0,0.0,1048.0,389.0
0,QKQ-0218S,58,357,1048.0,0.0,978.0,380.0
0,QKQ-0218S,58,2882,0.0,390.0,447.0,379.0
0,QKQ-0218S,58,3906,447.0,390.0,447.0,379.0
0,QKQ-0218S,58,312,894.0,390.0,335.0,328.5
0,QKQ-0218S,58,338,1229.0,390.0,335.0,328.5
0,QKQ-0218S,58,2626,1564.0,390.0,335.0,328.5
0,QKQ-0218S,58,2950,1899.0,390.0,335.0,328.5
0,QKQ-0218S,58,543,0.0,780.0,509.0,362.0
0,QKQ-0218S,58,3815,509.0,780.0,454.0,362.0
0,QKQ-0218S,58,2391,963.0,780.0,377.0,360.0
