批次序号,原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
0,MNH-0218S,5,4337,2327.0,0.0,83.0,962.0
0,MNH-0218S,6,4140,0.0,0.0,696.0,961.0
0,MNH-0218S,6,3122,696.0,0.0,579.0,962.0
0,MNH-0218S,6,900,1275.0,0.0,560.0,961.0
0,MNH-0218S,6,1465,1835.0,0.0,560.0,961.0
0,MNH-0218S,6,1441,2395.0,0.0,38.0,848.0
0,MNH-0218S,7,1006,0.0,0.0,413.0,961.0
0,MNH-0218S,7,1546,413.0,0.0,330.0,961.0
0,MNH-0218S,7,2014,743.0,0.0,330.0,961.0
0,MNH-0218S,7,1930,1073.0,0.0,58.0,962.0
0,MNH-0218S,7,4631,1131.0,0.0,58.0,962.0
0,MNH-0218S,7,3323,1189.0,0.0,53.0,962.0
0,MNH-0218S,7,2485,1242.0,0.0,911.0,911.0
0,MNH-0218S,8,274,0.0,0.0,911.0,929.5
0,MNH-0218S,8,1971,911.0,0.0,911.0,929.5
0,MNH-0218S,8,4472,1822.0,0.0,191.5,753.5
0,MNH-0218S,8,4635,2013.5,0.0,191.5,753.5
0,MNH-0218S,9,863,0.0,0.0,911.0,911.0
0,MNH-0218S,9,1342,911.0,0.0,911.0,911.0
0,MNH-0218S,9,8,1822.0,0.0,300.0,759.0
0,MNH-0218S,9,2370,2122.0,0.0,300.0,759.0
0,MNH-0218S,9,3326,0.0,911.0,2221.0,298.5
0,MNH-0218S,10,691,0.0,0.0,597.0,866.0
0,MNH-0218S,10,4477,597.0,0.0,597.0,866.0
0,MNH-0218S,10,628,1194.0,0.0,579.0,862.0
0,MNH-0218S,10,1713,1773.0,0.0,579.0,862.0
0,MNH-0218S,10,2445,2352.0,0.0,88.0,866.0
0,MNH-0218S,10,3065,0.0,866.0,58.0,350.5
0,MNH-0218S,11,4286,0.0,0.0,558.0,866.0
0,MNH-0218S,11,1052,558.0,0.0,518.0,866.0
0,MNH-0218S,11,3250,1076.0,0.0,518.0,866.0
0,MNH-0218S,11,3386,1594.0,0.0,518.0,866.0
0,MNH-0218S,11,2409,2112.0,0.0,83.0,866.0
0,MNH-0218S,11,2989,2195.0,0.0,83.0,866.0
0,MNH-0218S,11,3439,2278.0,0.0,83.0,866.0
0,MNH-0218S,11,226,2361.0,0.0,58.0,862.0
0,MNH-0218S,11,5,0.0,866.0,340.0,347.0
0,MNH-0218S,11,529,340.0,866.0,340.0,347.0
0,MNH-0218S,11,1266,680.0,866.0,340.0,347.0
0,MNH-0218S,11,4889,1020.0,866.0,340.0,347.0
0,MNH-0218S,11,4285,1360.0,866.0,309.5,330.0
0,MNH-0218S,12,827,0.0,0.0,560.0,861.0
0,MNH-0218S,12,1287,560.0,0.0,558.0,866.0
0,MNH-0218S,12,2990,1118.0,0.0,558.0,866.0
0,MNH-0218S,12,3129,1676.0,0.0,558.0,866.0
0,MNH-0218S,12,3947,2234.0,0.0,88.0,866.0
0,MNH-0218S,12,1383,2322.0,0.0,83.0,866.0
0,MNH-0218S,12,3505,0.0,866.0,2221.0,340.0
0,MNH-0218S,12,319,2221.0,866.0,58.0,340.0
0,MNH-0218S,12,581,2279.0,866.0,58.0,340.0
0,MNH-0218S,12,1360,2337.0,866.0,58.0,340.0
0,MNH-0218S,13,4787,0.0,0.0,518.0,866.0
0,MNH-0218S,13,2978,518.0,0.0,505.0,862.0
0,MNH-0218S,13,3168,1023.0,0.0,432.0,865.0
0,MNH-0218S,13,4820,1455.0,0.0,432.0,865.0
0,MNH-0218S,13,2614,1887.0,0.0,58.0,862.0
0,MNH-0218S,13,1089,1945.0,0.0,53.0,866.0
0,MNH-0218S,13,3387,1998.0,0.0,53.0,866.0
0,MNH-0218S,13,2536,2051.0,0.0,380.0,808.0
0,MNH-0218S,13,2729,0.0,866.0,329.0,330.0
0,MNH-0218S,13,3396,329.0,866.0,329.0,330.0
0,MNH-0218S,13,3970,658.0,866.0,329.0,330.0
0,MNH-0218S,13,4299,987.0,866.0,329.0,330.0
0,MNH-0218S,13,933,1316.0,866.0,309.5,330.0
0,MNH-0218S,13,2407,1625.5,866.0,309.5,330.0
0,MNH-0218S,13,3998,1935.0,866.0,309.5,330.0
0,MNH-0218S,14,1984,0.0,0.0,538.0,838.5
0,MNH-0218S,14,2886,538.0,0.0,538.0,838.5
0,MNH-0218S,14,4609,1076.0,0.0,538.0,838.5
0,MNH-0218S,14,4735,1614.0,0.0,538.0,838.5
0,MNH-0218S,14,1339,0.0,838.5,378.0,380.5
0,MNH-0218S,14,1440,378.0,838.5,378.0,380.5
0,MNH-0218S,14,26868,756.0,838.5,328.0,380.0
0,MNH-0218S,14,27226,1084.0,838.5,328.0,380.0
0,MNH-0218S,15,3991,0.0,0.0,595.0,804.0
0,MNH-0218S,15,4538,595.0,0.0,595.0,804.0
0,MNH-0218S,15,1399,1190.0,0.0,380.0,808.0
0,MNH-0218S,15,1967,1570.0,0.0,380.0,808.0
0,MNH-0218S,15,2376,1950.0,0.0,380.0,808.0
0,MNH-0218S,15,1726,2330.0,0.0,38.0,780.0
0,MNH-0218S,15,3773,2368.0,0.0,38.0,780.0
0,MNH-0218S,15,57,0.0,808.0,339.0,410.0
0,MNH-0218S,15,990,339.0,808.0,339.0,410.0
0,MNH-0218S,15,2579,678.0,808.0,339.0,410.0
0,MNH-0218S,15,2610,1017.0,808.0,339.0,410.0
0,MNH-0218S,15,3643,1356.0,808.0,339.0,410.0
0,MNH-0218S,15,4084,1695.0,808.0,339.0,410.0
0,MNH-0218S,15,1244,2034.0,808.0,125.0,408.0
0,MNH-0218S,15,2767,2159.0,808.0,125.0,408.0
0,MNH-0218S,15,4335,2284.0,808.0,125.0,408.0
0,MNH-0218S,16,3360,0.0,0.0,2158.0,742.0
0,MNH-0218S,16,2121,2158.0,0.0,254.5,742.0
0,MNH-0218S,16,1062,0.0,743.0,2221.0,448.0
0,MNH-0218S,16,1698,2221.0,743.0,38.0,448.0
0,MNH-0218S,17,3869,0.0,0.0,333.0,743.0
0,MNH-0218S,17,4668,333.0,0.0,333.0,743.0
0,MNH-0218S,17,2730,666.0,0.0,254.5,742.0
0,MNH-0218S,17,1481,920.5,0.0,340.0,723.0
0,MNH-0218S,17,2657,1260.5,0.0,340.0,723.0
0,MNH-0218S,17,4475,1600.5,0.0,340.0,723.0
0,MNH-0218S,17,4441,0.0,743.0,379.0,442.0
0,MNH-0218S,17,4717,379.0,743.0,379.0,442.0
0,MNH-0218S,17,2070,758.0,743.0,1618.0,398.0
0,MNH-0218S,18,1449,0.0,0.0,347.0,696.0
0,MNH-0218S,18,4875,347.0,0.0,347.0,696.0
0,MNH-0218S,18,1051,694.0,0.0,327.5,696.0
0,MNH-0218S,18,3625,1021.5,0.0,327.5,696.0
0,MNH-0218S,18,1887,0.0,696.0,447.0,484.0
0,MNH-0218S,18,4941,447.0,696.0,447.0,484.0
0,MNH-0218S,18,54,894.0,696.0,48.0,484.0
0,MNH-0218S,18,1295,942.0,696.0,48.0,484.0
0,MNH-0218S,18,1346,990.0,696.0,48.0,484.0
0,MNH-0218S,18,4244,1038.0,696.0,48.0,484.0
0,MNH-0218S,18,4012,0.0,1180.0,2098.0,38.0
0,MNH-0218S,19,3363,0.0,0.0,2318.0,629.5
0,MNH-0218S,19,901,0.0,629.5,1876.0,580.0
0,MNH-0218S,19,3224,1876.0,629.5,528.0,580.0
0,MNH-0218S,20,520,0.0,0.0,1970.0,598.0
0,MNH-0218S,20,2003,0.0,598.0,1970.0,598.0
0,MNH-0218S,21,2913,0.0,0.0,1970.0,598.0
0,MNH-0218S,21,1903,0.0,598.0,518.0,598.0
0,MNH-0218S,21,2408,518.0,598.0,518.0,598.0
0,MNH-0218S,21,2564,1036.0,598.0,518.0,598.0
0,MNH-0218S,22,1855,0.0,0.0,1876.0,580.0
0,MNH-0218S,22,3722,1876.0,0.0,528.0,580.0
0,MNH-0218S,22,273,0.0,580.0,2318.0,580.0
0,MNH-0218S,22,419,2318.0,580.0,38.0,577.0
0,MNH-0218S,22,692,0.0,1160.0,2158.0,58.0
0,MNH-0218S,23,442,0.0,0.0,2318.0,580.0
0,MNH-0218S,23,1187,0.0,580.0,2318.0,580.0
0,MNH-0218S,23,2385,0.0,1160.0,2158.0,58.0
0,MNH-0218S,24,1740,0.0,0.0,2318.0,580.0
0,MNH-0218S,24,1741,0.0,580.0,2318.0,580.0
0,MNH-0218S,24,1382,0.0,1160.0,1697.0,58.0
0,MNH-0218S,25,3461,0.0,0.0,2318.0,580.0
0,MNH-0218S,25,1945,0.0,580.0,430.0,578.0
0,MNH-0218S,25,2438,430.0,580.0,430.0,578.0
0,MNH-0218S,25,2455,860.0,580.0,430.0,578.0
0,MNH-0218S,25,3569,1290.0,580.0,430.0,578.0
0,MNH-0218S,25,2971,0.0,1160.0,1697.0,58.0
0,MNH-0218S,26,190,0.0,0.0,1998.0,558.0
0,MNH-0218S,26,652,1998.0,0.0,438.0,558.0
0,MNH-0218S,26,1963,0.0,562.0,1998.0,558.0
0,MNH-0218S,26,2980,1998.0,562.0,438.0,558.0
0,MNH-0218S,26,3570,0.0,1124.0,1697.0,58.0
0,MNH-0218S,26,3098,0.0,1182.0,2438.0,38.0
0,MNH-0218S,27,3370,0.0,0.0,1998.0,558.0
0,MNH-0218S,27,4801,1998.0,0.0,438.0,558.0
0,MNH-0218S,27,4544,0.0,562.0,1998.0,558.0
0,MNH-0218S,27,349,1998.0,562.0,419.5,557.0
0,MNH-0218S,27,4910,0.0,1124.0,1697.0,58.0
0,MNH-0218S,27,2353,0.0,1182.0,2398.0,38.0
0,MNH-0218S,28,1189,0.0,0.0,1697.0,557.0
0,MNH-0218S,28,112,1697.0,0.0,379.0,562.0
0,MNH-0218S,28,44,2076.0,0.0,339.0,562.0
0,MNH-0218S,28,3120,0.0,562.0,1697.0,557.0
0,MNH-0218S,28,251,1697.0,562.0,379.0,562.0
0,MNH-0218S,28,227,2076.0,562.0,339.0,562.0
0,MNH-0218S,28,550,0.0,1124.0,1580.0,58.0
0,MNH-0218S,28,2354,0.0,1182.0,2398.0,38.0
0,MNH-0218S,29,3142,0.0,0.0,1697.0,557.0
0,MNH-0218S,29,3678,1697.0,0.0,379.0,562.0
0,MNH-0218S,29,280,2076.0,0.0,339.0,562.0
0,MNH-0218S,29,4115,0.0,562.0,1697.0,557.0
0,MNH-0218S,29,4131,1697.0,562.0,379.0,562.0
0,MNH-0218S,29,535,2076.0,562.0,339.0,562.0
0,MNH-0218S,29,964,0.0,1124.0,1580.0,58.0
0,MNH-0218S,29,4137,0.0,1182.0,2398.0,38.0
0,MNH-0218S,30,1914,0.0,0.0,1901.0,557.0
0,MNH-0218S,30,4584,1901.0,0.0,497.5,558.0
0,MNH-0218S,30,4453,0.0,562.0,1697.0,557.0
0,MNH-0218S,30,803,1697.0,562.0,339.0,562.0
0,MNH-0218S,30,1028,2036.0,562.0,339.0,562.0
0,MNH-0218S,30,3134,2375.0,562.0,58.0,479.0
0,MNH-0218S,31,2854,0.0,0.0,1901.0,557.0
0,MNH-0218S,31,167,1901.0,0.0,470.0,560.0
0,MNH-0218S,31,231,0.0,562.0,1891.0,560.0
0,MNH-0218S,31,1539,1891.0,562.0,470.0,560.0
0,MNH-0218S,32,271,0.0,0.0,1697.0,557.0
0,MNH-0218S,32,3455,1697.0,0.0,419.5,557.0
0,MNH-0218S,32,1201,0.0,562.0,339.0,562.0
0,MNH-0218S,32,2763,339.0,562.0,339.0,562.0
0,MNH-0218S,32,3559,678.0,562.0,339.0,562.0
0,MNH-0218S,32,4169,1017.0,562.0,339.0,562.0
0,MNH-0218S,32,4218,1356.0,562.0,339.0,562.0
0,MNH-0218S,32,4619,1695.0,562.0,339.0,562.0
0,MNH-0218S,33,465,0.0,0.0,444.0,538.0
0,MNH-0218S,33,906,444.0,0.0,409.5,538.0
0,MNH-0218S,33,2069,853.5,0.0,409.0,538.0
0,MNH-0218S,33,1151,0.0,538.0,1647.5,430.0
0,MNH-0218S,33,2475,1647.5,538.0,395.0,425.0
0,MNH-0218S,33,4678,2042.5,538.0,395.0,425.0
0,MNH-0218S,34,2550,0.0,0.0,1588.0,430.0
0,MNH-0218S,34,2979,1588.0,0.0,340.0,429.0
0,MNH-0218S,34,4372,1928.0,0.0,340.0,429.0
0,MNH-0218S,34,636,2268.0,0.0,143.0,428.0
0,MNH-0218S,34,4543,0.0,430.0,1647.5,430.0
0,MNH-0218S,34,291,1647.5,430.0,340.0,429.0
0,MNH-0218S,34,884,1987.5,430.0,340.0,429.0
0,MNH-0218S,34,766,2327.5,430.0,58.0,423.0
0,MNH-0218S,34,689,0.0,860.0,2318.0,360.0
0,MNH-0218S,34,1670,2318.0,860.0,58.0,340.0
0,MNH-0218S,35,4926,0.0,0.0,1647.5,430.0
0,MNH-0218S,35,1094,1647.5,0.0,340.0,429.0
0,MNH-0218S,35,2712,1987.5,0.0,340.0,429.0
0,MNH-0218S,35,1077,2327.5,0.0,58.0,423.0
0,MNH-0218S,35,4955,0.0,430.0,1475.0,427.0
0,MNH-0218S,35,1009,1475.0,430.0,280.0,429.5
0,MNH-0218S,35,1026,1755.0,430.0,280.0,429.5
0,MNH-0218S,35,3324,2035.0,430.0,280.0,429.5
0,MNH-0218S,35,2404,0.0,860.0,2318.0,360.0
0,MNH-0218S,36,4776,0.0,0.0,280.0,429.5
0,MNH-0218S,36,1322,280.0,0.0,266.5,423.0
0,MNH-0218S,36,2697,546.5,0.0,266.5,423.0
0,MNH-0218S,36,2929,813.0,0.0,266.5,423.0
0,MNH-0218S,36,3225,1079.5,0.0,266.5,423.0
0,MNH-0218S,36,3933,1346.0,0.0,266.5,423.0
0,MNH-0218S,36,26191,1612.5,0.0,264.0,428.0
0,MNH-0218S,36,4083,1876.5,0.0,143.0,428.0
0,MNH-0218S,36,24698,0.0,430.0,1790.0,398.0
0,MNH-0218S,36,24441,1790.0,430.0,395.0,397.0
0,MNH-0218S,36,1430,2185.0,430.0,48.0,398.0
0,MNH-0218S,36,2862,2233.0,430.0,48.0,398.0
0,MNH-0218S,36,2837,2281.0,430.0,38.0,398.0
0,MNH-0218S,36,113,2319.0,430.0,58.0,369.0
0,MNH-0218S,36,1176,0.0,828.0,280.0,391.0
0,MNH-0218S,36,1949,280.0,828.0,280.0,391.0
0,MNH-0218S,36,2554,560.0,828.0,280.0,391.0
0,MNH-0218S,36,3181,840.0,828.0,280.0,391.0
0,MNH-0218S,36,4079,1120.0,828.0,280.0,391.0
0,MNH-0218S,36,1420,1400.0,828.0,58.0,392.0
0,MNH-0218S,36,4297,1458.0,828.0,58.0,392.0
0,MNH-0218S,37,26209,0.0,0.0,1790.0,398.0
0,MNH-0218S,37,27059,1790.0,0.0,395.0,397.0
0,MNH-0218S,37,27034,0.0,398.0,1753.0,395.0
0,MNH-0218S,37,24946,1753.0,398.0,379.0,395.0
0,MNH-0218S,37,26172,2132.0,398.0,58.0,395.0
0,MNH-0218S,37,26974,2190.0,398.0,58.0,395.0
0,MNH-0218S,37,814,2248.0,398.0,48.0,395.0
0,MNH-0218S,37,1264,2296.0,398.0,48.0,395.0
0,MNH-0218S,37,2456,2344.0,398.0,48.0,395.0
0,MNH-0218S,37,4373,2392.0,398.0,48.0,395.0
0,MNH-0218S,37,25785,0.0,793.0,379.0,395.0
0,MNH-0218S,37,24914,379.0,793.0,377.5,394.0
0,MNH-0218S,37,25063,756.5,793.0,377.5,394.0
0,MNH-0218S,37,26045,1134.0,793.0,377.5,394.0
0,MNH-0218S,37,26333,1511.5,793.0,377.5,394.0
0,MNH-0218S,38,1980,0.0,0.0,1580.0,377.0
0,MNH-0218S,38,1223,1580.0,0.0,302.0,358.0
0,MNH-0218S,38,1449,0.0,377.0,347.0,696.0
0,YSH-0218S,0,82,0.0,0.0,995.0,527.5
0,YSH-0218S,0,3023,0.0,527.5,755.0,515.0
0,YSH-0218S,0,3478,755.0,527.5,755.0,515.0
0,YSH-0218S,0,4881,1510.0,527.5,755.0,454.5
0,YSH-0218S,0,2784,0.0,1042.5,1375.0,56.0
0,YSH-0218S,1,1058,0.0,0.0,1871.5,495.0
0,YSH-0218S,1,880,1871.5,0.0,517.0,495.0
0,YSH-0218S,1,1076,0.0,495.0,1871.5,495.0
0,YSH-0218S,1,1704,1871.5,495.0,517.0,495.0
0,YSH-0218S,1,24671,0.0,990.0,745.0,210.0
0,YSH-0218S,1,24696,745.0,990.0,745.0,210.0
0,YSH-0218S,1,26220,1490.0,990.0,745.0,210.0
0,YSH-0218S,2,1986,0.0,0.0,1871.5,495.0
0,YSH-0218S,2,4035,0.0,495.0,1871.5,495.0
0,YSH-0218S,2,26722,0.0,990.0,745.0,210.0
0,YSH-0218S,2,28154,745.0,990.0,745.0,210.0
0,YSH-0218S,3,333,0.0,0.0,823.0,454.5
0,YSH-0218S,3,3604,823.0,0.0,823.0,454.5
0,YSH-0218S,3,2639,1646.0,0.0,755.0,454.5
0,YSH-0218S,3,28380,0.0,454.5,824.0,428.0
0,YSH-0218S,3,2972,824.0,454.5,789.0,425.0
0,YSH-0218S,3,25208,1613.0,454.5,788.0,426.5
0,YSH-0218S,3,27807,0.0,882.5,1786.0,312.0
0,YSH-0218S,4,26866,0.0,0.0,788.0,426.5
0,YSH-0218S,4,27232,788.0,0.0,788.0,426.5
0,YSH-0218S,4,27407,1576.0,0.0,788.0,426.5
0,YSH-0218S,4,25467,0.0,428.0,2314.0,428.0
0,YSH-0218S,4,145,0.0,856.0,399.5,340.0
0,YSH-0218S,4,1931,399.5,856.0,399.5,340.0
0,YSH-0218S,4,3740,799.0,856.0,399.5,340.0
0,YSH-0218S,4,3788,1198.5,856.0,399.5,340.0
0,YSH-0218S,5,3658,0.0,0.0,841.5,425.0
0,YSH-0218S,5,24942,841.5,0.0,824.0,428.0
0,YSH-0218S,5,24346,0.0,428.0,434.0,244.0
0,YSH-0218S,5,24856,434.0,428.0,434.0,244.0
0,YSH-0218S,5,26915,868.0,428.0,434.0,245.0
0,YSH-0218S,5,82,0.0,673.0,995.0,527.5
0,MNH-0215S,0,3437,0.0,0.0,2221.0,1092.0
0,MNH-0215S,0,2517,0.0,1092.0,1475.0,125.0
0,MNH-0215S,1,650,0.0,0.0,2221.0,1002.0
0,MNH-0215S,1,2611,0.0,1002.0,438.0,158.0
0,MNH-0215S,1,3454,438.0,1002.0,438.0,158.0
0,MNH-0215S,1,3601,876.0,1002.0,438.0,158.0
0,MNH-0215S,1,4031,1314.0,1002.0,438.0,158.0
0,MNH-0215S,1,88,0.0,1160.0,301.5,52.5
0,MNH-0215S,1,1174,301.5,1160.0,301.5,52.5
0,MNH-0215S,1,1505,603.0,1160.0,292.0,52.5
0,MNH-0215S,1,2372,895.0,1160.0,292.0,52.5
0,MNH-0215S,2,506,0.0,0.0,2309.0,962.0
0,MNH-0215S,2,1082,0.0,962.0,712.0,254.5
0,MNH-0215S,2,260,712.0,962.0,703.0,254.5
0,MNH-0215S,2,3584,1415.0,962.0,703.0,254.5
0,MNH-0215S,3,2221,0.0,0.0,1856.5,962.0
0,MNH-0215S,3,25359,0.0,962.0,395.0,231.0
0,MNH-0215S,4,2770,0.0,0.0,2309.0,881.0
0,MNH-0215S,4,1600,0.0,881.0,1580.0,302.0
0,MNH-0215S,4,130,1580.0,881.0,389.0,302.5
0,MNH-0215S,4,3159,1969.0,881.0,389.0,302.5
0,MNH-0215S,5,1104,0.0,0.0,2221.0,862.0
0,MNH-0215S,5,942,0.0,866.0,1569.5,340.0
0,MNH-0215S,5,547,1569.5,866.0,481.0,340.0
0,MNH-0215S,6,259,0.0,0.0,1950.5,866.0
0,MNH-0215S,6,4011,0.0,866.0,1569.5,340.0
0,MNH-0215S,6,2371,1569.5,866.0,481.0,340.0
0,MNH-0215S,7,971,0.0,0.0,1950.5,866.0
0,MNH-0215S,7,1495,0.0,866.0,389.0,293.0
0,MNH-0215S,7,4195,389.0,866.0,389.0,293.0
0,MNH-0215S,8,651,0.0,0.0,1901.0,838.5
0,MNH-0215S,8,150,0.0,838.5,681.5,132.5
0,MNH-0215S,8,4313,0.0,971.0,681.5,132.5
0,MNH-0215S,8,3351,0.0,1103.5,388.0,78.0
0,MNH-0215S,9,1152,0.0,0.0,1901.0,838.5
0,MNH-0215S,9,3938,0.0,838.5,388.0,78.0
0,MNH-0215S,9,25359,0.0,916.5,395.0,231.0
0,MNH-0215S,10,1235,0.0,0.0,1901.0,838.5
0,MNH-0215S,10,1495,0.0,838.5,389.0,293.0
0,MNH-0215S,10,131,0.0,1131.5,388.0,78.0
0,MNH-0215S,11,4403,0.0,0.0,1901.0,838.5
0,MNH-0215S,11,4195,0.0,838.5,389.0,293.0
0,MNH-0215S,11,446,0.0,1131.5,388.0,78.0
0,MNH-0215S,12,887,0.0,0.0,992.0,722.0
0,MNH-0215S,12,3637,992.0,0.0,961.0,442.0
0,MNH-0215S,12,2502,0.0,722.0,2221.0,461.0
0,MNH-0215S,13,853,0.0,0.0,771.0,562.0
0,MNH-0215S,13,1657,771.0,0.0,771.0,562.0
0,MNH-0215S,13,715,1542.0,0.0,642.0,562.0
0,MNH-0215S,13,2681,0.0,562.0,642.0,562.0
0,MNH-0215S,13,4246,642.0,562.0,642.0,562.0
0,MNH-0215S,13,4323,1284.0,562.0,642.0,562.0
0,MNH-0215S,13,131,0.0,1124.0,388.0,78.0
0,MNH-0215S,13,446,388.0,1124.0,388.0,78.0
0,MNH-0215S,13,637,776.0,1124.0,388.0,78.0
0,MNH-0215S,13,1874,1164.0,1124.0,388.0,78.0
0,MNH-0215S,13,1946,1552.0,1124.0,388.0,78.0
0,MNH-0215S,13,2260,1940.0,1124.0,388.0,78.0
0,MNH-0215S,14,4508,0.0,0.0,682.5,439.0
0,MNH-0215S,14,4583,682.5,0.0,682.5,439.0
0,MNH-0215S,14,3345,0.0,439.0,2309.0,423.0
0,MNH-0215S,14,150,0.0,862.0,681.5,132.5
0,MNH-0215S,14,4313,681.5,862.0,681.5,132.5
0,MNH-0215S,14,3351,0.0,994.5,388.0,78.0
0,MNH-0215S,14,3938,388.0,994.5,388.0,78.0
0,MNH-0215S,14,637,0.0,1072.5,388.0,78.0
0,MNH-0215S,15,2373,0.0,0.0,838.5,419.5
0,MNH-0215S,15,3143,838.5,0.0,838.5,419.5
0,MNH-0215S,15,2680,1677.0,0.0,562.0,398.0
0,MNH-0215S,15,3208,0.0,419.5,838.5,419.5
0,MNH-0215S,15,4901,838.5,419.5,838.5,419.5
0,MNH-0215S,15,4011,0.0,839.0,1569.5,340.0
0,MNH-0215S,16,2938,0.0,0.0,647.5,398.0
0,MNH-0215S,16,733,647.5,0.0,562.0,398.0
0,MNH-0215S,16,752,1209.5,0.0,562.0,398.0
0,MNH-0215S,16,2004,1771.5,0.0,562.0,398.0
0,MNH-0215S,16,4189,0.0,398.0,2309.0,392.0
0,MNH-0215S,16,2373,0.0,790.0,838.5,419.5
0,MNH-0218SD,0,590,0.0,0.0,2406.0,580.0
0,MNH-0218SD,0,3364,0.0,580.0,2406.0,580.0
0,MNH-0218SD,0,505,0.0,1160.0,1753.0,58.0
0,MNH-0218SD,0,667,1753.0,1160.0,679.0,58.0
0,MNH-0218SD,1,4561,0.0,0.0,962.0,577.0
0,MNH-0218SD,1,4440,962.0,0.0,962.0,579.0
0,MNH-0218SD,1,4174,1924.0,0.0,392.0,299.0
0,MNH-0218SD,1,334,0.0,580.0,2406.0,300.0
0,MNH-0218SD,1,380,0.0,880.0,2406.0,300.0
0,MNH-0218SD,2,1489,0.0,0.0,2406.0,300.0
0,MNH-0218SD,2,1813,0.0,300.0,2406.0,300.0
0,MNH-0218SD,2,1916,0.0,600.0,2406.0,300.0
0,MNH-0218SD,2,3565,0.0,900.0,2406.0,300.0
0,MNH-0218SD,3,4539,0.0,0.0,881.0,299.0
0,MNH-0218SD,3,1007,881.0,0.0,423.0,299.0
0,MNH-0218SD,3,4562,1304.0,0.0,423.0,299.0
0,MNH-0218SD,3,1008,1727.0,0.0,392.0,299.0
0,MNH-0218SD,3,938,0.0,300.0,881.0,297.0
0,MNH-0218SD,3,269,0.0,597.0,2378.0,148.0
0,MNH-0218SD,3,1593,0.0,745.0,2378.0,148.0
0,MNH-0218SD,3,1658,0.0,893.0,1098.0,98.0
0,MNH-0218SD,3,3583,1098.0,893.0,1328.0,58.0
0,MNH-0218SD,3,1320,0.0,991.0,1733.0,58.0
0,MNH-0218SD,3,2799,1733.0,991.0,699.0,58.0
