原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
YW10-0218S,12,124,1980.0,0.0,58.0,938.0
YW10-0218S,12,128,2038.0,0.0,58.0,942.0
YW10-0218S,12,144,2096.0,0.0,58.0,942.0
YW10-0218S,12,753,2154.0,0.0,58.0,942.0
YW10-0218S,12,650,0.0,942.0,1536.0,278.0
YW10-0218S,12,111,1536.0,942.0,38.0,278.0
YW10-0218S,13,314,0.0,0.0,2101.0,904.0
YW10-0218S,13,29,2101.0,0.0,261.5,907.5
YW10-0218S,13,25,0.0,912.5,2398.0,299.0
YW10-0218S,14,269,0.0,0.0,2251.0,912.0
YW10-0218S,14,259,0.0,912.5,2161.0,298.0
YW10-0218S,15,217,0.0,0.0,529.0,912.0
YW10-0218S,15,237,529.0,0.0,459.5,904.0
YW10-0218S,15,768,988.5,0.0,386.5,912.5
YW10-0218S,15,756,1375.0,0.0,367.5,910.0
YW10-0218S,15,463,1742.5,0.0,261.5,907.5
YW10-0218S,15,700,2004.0,0.0,327.0,777.0
YW10-0218S,15,412,0.0,912.5,1618.0,299.0
YW10-0218S,16,390,0.0,0.0,787.0,898.0
YW10-0218S,16,616,787.0,0.0,448.0,898.0
YW10-0218S,16,701,1235.0,0.0,448.0,898.0
YW10-0218S,16,433,1683.0,0.0,398.0,898.0
YW10-0218S,16,442,2081.0,0.0,350.5,898.0
YW10-0218S,16,469,0.0,898.0,52.5,318.5
YW10-0218S,16,553,52.5,898.0,1366.0,295.0
YW10-0218S,17,108,0.0,0.0,367.0,898.0
YW10-0218S,17,399,367.0,0.0,237.0,898.0
YW10-0218S,17,76,604.0,0.0,153.0,898.0
YW10-0218S,17,299,757.0,0.0,58.0,898.0
YW10-0218S,17,289,815.0,0.0,38.0,898.0
YW10-0218S,17,774,853.0,0.0,360.5,888.5
YW10-0218S,17,417,1213.5,0.0,355.0,888.5
YW10-0218S,17,186,1568.5,0.0,347.0,888.5
YW10-0218S,17,459,1915.5,0.0,328.0,880.0
YW10-0218S,17,758,0.0,898.0,2334.5,311.0
YW10-0218S,17,194,2334.5,898.0,58.0,302.0
YW10-0218S,18,520,0.0,0.0,387.5,881.0
YW10-0218S,18,611,387.5,0.0,348.0,880.0
YW10-0218S,18,696,735.5,0.0,348.0,880.0
YW10-0218S,18,274,1083.5,0.0,343.0,877.0
YW10-0218S,18,691,1426.5,0.0,343.0,877.0
YW10-0218S,18,65,1769.5,0.0,328.0,880.0
YW10-0218S,18,68,2097.5,0.0,328.0,880.0
YW10-0218S,18,66,0.0,882.0,1755.0,337.0
YW10-0218S,18,23,1755.0,882.0,198.0,338.0
YW10-0218S,18,54,1953.0,882.0,198.0,338.0
YW10-0218S,18,67,2151.0,882.0,158.0,338.0
YW10-0218S,18,58,2309.0,882.0,118.0,338.0
YW10-0218S,19,690,0.0,0.0,461.0,878.0
YW10-0218S,19,56,461.0,0.0,447.0,882.0
YW10-0218S,19,689,908.0,0.0,447.0,882.0
YW10-0218S,19,97,1355.0,0.0,428.0,881.0
YW10-0218S,19,504,1783.0,0.0,387.5,881.0
YW10-0218S,19,243,2170.5,0.0,58.0,882.0
YW10-0218S,19,673,2228.5,0.0,58.0,882.0
YW10-0218S,19,477,0.0,882.0,158.0,338.0
YW10-0218S,19,642,158.0,882.0,158.0,338.0
YW10-0218S,19,635,316.0,882.0,118.0,338.0
YW10-0218S,19,732,434.0,882.0,118.0,338.0
YW10-0218S,19,118,552.0,882.0,78.0,338.0
YW10-0218S,19,549,630.0,882.0,78.0,338.0
YW10-0218S,19,317,708.0,882.0,198.0,288.0
YW10-0218S,19,83,906.0,882.0,158.0,288.0
YW10-0218S,19,340,1064.0,882.0,158.0,288.0
YW10-0218S,19,529,1222.0,882.0,158.0,288.0
YW10-0218S,19,627,1380.0,882.0,158.0,288.0
YW10-0218S,19,654,1538.0,882.0,158.0,288.0
YW10-0218S,19,184,1696.0,882.0,118.0,288.0
YW10-0218S,19,288,1814.0,882.0,118.0,288.0
YW10-0218S,20,644,0.0,0.0,1638.5,882.0
YW10-0218S,20,11,1638.5,0.0,478.0,878.0
YW10-0218S,20,332,0.0,882.0,1797.0,328.0
YW10-0218S,20,536,1797.0,882.0,322.0,328.0
YW10-0218S,20,583,2119.0,882.0,315.0,328.0
YW10-0218S,21,305,0.0,0.0,761.0,867.0
YW10-0218S,21,563,761.0,0.0,698.0,866.0
YW10-0218S,21,678,1459.0,0.0,577.0,862.0
YW10-0218S,21,676,2036.0,0.0,327.0,862.0
YW10-0218S,21,131,2363.0,0.0,58.0,860.0
YW10-0218S,21,752,0.0,871.0,2308.0,347.0
YW10-0218S,21,324,2308.0,871.0,128.0,347.0
YW10-0218S,22,431,0.0,0.0,2001.0,871.0
YW10-0218S,22,677,2001.0,0.0,308.0,862.0
YW10-0218S,22,764,2309.0,0.0,58.0,860.0
YW10-0218S,22,114,0.0,871.0,1797.0,347.0
YW10-0218S,23,490,0.0,0.0,560.0,863.0
YW10-0218S,23,657,560.0,0.0,499.5,863.5
YW10-0218S,23,619,1059.5,0.0,307.5,862.0
YW10-0218S,23,436,1367.0,0.0,294.0,844.5
YW10-0218S,23,540,1661.0,0.0,242.0,843.0
YW10-0218S,23,662,1903.0,0.0,83.0,841.0
YW10-0218S,23,351,1986.0,0.0,361.0,830.0
YW10-0218S,23,346,0.0,871.0,1781.0,348.0
YW10-0218S,24,169,0.0,0.0,548.0,840.0
YW10-0218S,24,372,548.0,0.0,528.0,841.0
YW10-0218S,24,262,1076.0,0.0,470.0,848.0
YW10-0218S,24,138,1546.0,0.0,395.0,844.0
YW10-0218S,24,742,1941.0,0.0,338.5,840.0
YW10-0218S,24,336,2279.5,0.0,83.0,841.0
YW10-0218S,24,130,2362.5,0.0,58.0,847.0
YW10-0218S,24,10,0.0,848.0,1568.0,368.0
YW10-0218S,24,122,1568.0,848.0,308.0,370.0
YW10-0218S,24,189,1876.0,848.0,308.0,370.0
YW10-0218S,24,456,2184.0,848.0,227.0,370.0
YW10-0218S,25,551,0.0,0.0,598.0,841.0
YW10-0218S,25,253,598.0,0.0,583.0,847.0
YW10-0218S,25,449,1181.0,0.0,575.0,847.0
YW10-0218S,25,754,1756.0,0.0,575.0,847.0
YW10-0218S,25,373,2331.0,0.0,88.0,841.0
YW10-0218S,25,265,0.0,848.0,1473.0,370.0
YW10-0218S,25,439,1473.0,848.0,308.0,370.0
YW10-0218S,25,266,1781.0,848.0,298.0,368.0
YW10-0218S,25,306,2079.0,848.0,298.0,368.0
YW10-0218S,25,286,2377.0,848.0,38.0,356.0
YW10-0218S,26,300,0.0,0.0,564.0,846.0
YW10-0218S,26,74,564.0,0.0,555.0,840.0
YW10-0218S,26,389,1119.0,0.0,555.0,841.0
YW10-0218S,26,421,1674.0,0.0,555.0,841.0
YW10-0218S,26,121,2229.0,0.0,190.0,840.0
YW10-0218S,26,129,0.0,848.0,1458.0,369.0
YW10-0218S,27,460,0.0,0.0,1901.0,821.0
YW10-0218S,27,634,1901.0,0.0,538.0,819.0
YW10-0218S,27,383,0.0,834.0,2034.0,384.0
YW10-0218S,27,652,2034.0,834.0,160.5,382.0
YW10-0218S,27,582,2194.5,834.0,92.5,383.0
YW10-0218S,27,751,2287.0,834.0,58.0,382.0
YW10-0218S,27,312,2345.0,834.0,58.0,380.0
YW10-0218S,28,387,0.0,0.0,622.5,811.0
YW10-0218S,28,382,622.5,0.0,599.5,821.0
YW10-0218S,28,414,1222.0,0.0,579.0,821.0
YW10-0218S,28,610,1801.0,0.0,508.5,831.0
YW10-0218S,28,230,2309.5,0.0,58.0,812.0
YW10-0218S,28,213,2367.5,0.0,58.0,821.0
YW10-0218S,28,704,0.0,834.0,2034.0,384.0
YW10-0218S,29,544,0.0,0.0,2251.0,812.0
YW10-0218S,29,695,2251.0,0.0,58.0,821.0
YW10-0218S,29,415,2309.0,0.0,58.0,822.0
YW10-0218S,29,736,2367.0,0.0,58.0,822.0
YW10-0218S,29,325,0.0,834.0,2014.0,383.8
YW10-0218S,30,321,0.0,0.0,761.0,811.0
YW10-0218S,30,569,761.0,0.0,677.0,832.0
YW10-0218S,30,455,1438.0,0.0,656.5,811.0
YW10-0218S,30,462,2094.5,0.0,328.5,811.0
YW10-0218S,30,132,0.0,834.0,1625.0,377.0
YW10-0218S,31,679,0.0,0.0,508.5,831.0
YW10-0218S,31,239,508.5,0.0,468.5,816.0
YW10-0218S,31,517,977.0,0.0,454.0,834.0
YW10-0218S,31,564,1431.0,0.0,413.0,826.0
YW10-0218S,31,316,1844.0,0.0,395.0,815.0
YW10-0218S,31,524,2239.0,0.0,38.0,813.0
YW10-0218S,31,358,2277.0,0.0,132.5,797.0
YW10-0218S,31,675,0.0,834.0,1620.0,377.0
YW10-0218S,32,535,0.0,0.0,2001.0,801.0
YW10-0218S,32,717,2001.0,0.0,439.0,798.0
YW10-0218S,32,211,0.0,803.0,277.5,407.0
YW10-0218S,32,410,277.5,803.0,259.0,400.0
YW10-0218S,32,283,536.5,803.0,249.0,402.0
YW10-0218S,32,538,785.5,803.0,249.0,402.0
YW10-0218S,32,521,1034.5,803.0,224.0,397.0
YW10-0218S,32,238,1258.5,803.0,238.0,388.0
YW10-0218S,32,193,1496.5,803.0,158.0,388.0
YW10-0218S,32,633,1654.5,803.0,158.0,388.0
YW10-0218S,32,126,1812.5,803.0,118.0,388.0
YW10-0218S,33,492,0.0,0.0,577.0,796.0
YW10-0218S,33,766,577.0,0.0,380.0,798.0
YW10-0218S,33,458,957.0,0.0,357.0,798.0
YW10-0218S,33,688,1314.0,0.0,318.0,802.0
YW10-0218S,33,632,1632.0,0.0,258.0,798.0
YW10-0218S,33,771,1890.0,0.0,248.0,794.0
YW10-0218S,33,245,2138.0,0.0,193.5,803.0
YW10-0218S,33,739,2331.5,0.0,58.0,801.0
YW10-0218S,33,430,2389.5,0.0,38.0,798.0
YW10-0218S,33,17,0.0,803.0,1320.5,400.0
YW10-0218S,33,457,1320.5,803.0,306.0,395.0
YW10-0218S,33,345,1626.5,803.0,278.0,398.0
YW10-0218S,33,137,1904.5,803.0,266.5,393.5
YW10-0218S,33,240,2171.0,803.0,266.5,393.5
YW10-0218S,34,720,0.0,0.0,755.0,801.5
YW10-0218S,34,621,755.0,0.0,602.0,795.0
YW10-0218S,34,221,1357.0,0.0,579.0,801.0
YW10-0218S,34,107,1936.0,0.0,446.5,793.0
YW10-0218S,34,391,0.0,803.0,1658.0,398.0
YW10-0218S,34,577,1658.0,803.0,377.0,401.5
YW10-0218S,34,709,2035.0,803.0,339.0,404.0
YW10-0218S,34,153,2374.0,803.0,58.0,399.0
YW10-0218S,35,135,0.0,0.0,698.0,788.0
YW10-0218S,35,419,698.0,0.0,578.0,783.0
YW10-0218S,35,195,1276.0,0.0,577.0,783.0
YW10-0218S,35,714,1853.0,0.0,316.5,786.0
YW10-0218S,35,21,2169.5,0.0,172.5,753.0
YW10-0218S,35,511,0.0,788.0,2063.5,430.0
YW10-0218S,36,464,0.0,0.0,489.0,776.0
YW10-0218S,36,775,489.0,0.0,489.0,776.0
YW10-0218S,36,416,978.0,0.0,453.8,778.0
YW10-0218S,36,349,1431.8,0.0,435.0,777.0
YW10-0218S,36,148,1866.8,0.0,327.0,777.0
YW10-0218S,36,482,2193.8,0.0,168.0,779.0
YW10-0218S,36,470,2361.8,0.0,58.0,777.0
YW10-0218S,36,508,0.0,779.0,2291.0,438.5
YW10-0218S,36,503,2291.0,779.0,149.0,437.5
YW10-0218S,37,727,0.0,0.0,1931.0,771.0
YW10-0218S,37,651,1931.0,0.0,508.0,762.0
YW10-0218S,37,628,0.0,771.0,1658.0,448.0
YW10-0218S,37,88,1658.0,771.0,58.0,448.0
YW10-0218S,37,512,1716.0,771.0,407.5,434.5
YW10-0218S,38,6,0.0,0.0,358.0,769.0
YW10-0218S,38,191,358.0,0.0,358.0,769.0
YW10-0218S,38,402,716.0,0.0,327.0,760.0
YW10-0218S,38,254,1043.0,0.0,327.0,762.0
YW10-0218S,38,302,1370.0,0.0,308.0,758.0
YW10-0218S,38,219,1678.0,0.0,308.0,760.0
YW10-0218S,38,335,1986.0,0.0,308.0,761.0
YW10-0218S,38,210,2294.0,0.0,78.0,762.0
YW10-0218S,38,343,2372.0,0.0,58.0,771.0
YW10-0218S,38,641,0.0,771.0,1551.0,443.0
YW10-0218S,38,522,1551.0,771.0,444.0,444.5
YW10-0218S,38,354,1995.0,771.0,443.0,444.0
YW10-0218S,39,562,0.0,0.0,530.0,770.0
YW10-0218S,39,46,530.0,0.0,480.0,771.0
YW10-0218S,39,403,1010.0,0.0,480.0,771.0
YW10-0218S,39,510,1490.0,0.0,431.0,767.0
YW10-0218S,39,594,1921.0,0.0,401.5,760.0
YW10-0218S,39,554,2322.5,0.0,98.0,758.0
YW10-0218S,39,57,0.0,771.0,2114.0,441.5
YW10-0218S,39,85,2114.0,771.0,226.5,443.0
YW10-0218S,40,203,0.0,0.0,662.0,770.0
YW10-0218S,40,89,662.0,0.0,555.0,761.0
YW10-0218S,40,451,1217.0,0.0,549.0,771.0
YW10-0218S,40,602,1766.0,0.0,549.0,771.0
YW10-0218S,40,718,2315.0,0.0,88.0,771.0
YW10-0218S,40,483,0.0,771.0,2114.0,441.5
YW10-0218S,40,519,2114.0,771.0,151.5,444.0
YW10-0218S,41,427,0.0,0.0,2251.0,762.0
YW10-0218S,41,438,2251.0,0.0,38.0,766.0
YW10-0218S,41,570,0.0,771.0,2291.0,438.5
YW10-0218S,41,534,2291.0,771.0,118.0,438.0
YW10-0218S,42,303,0.0,0.0,308.0,765.0
YW10-0218S,42,618,308.0,0.0,297.0,762.0
YW10-0218S,42,78,605.0,0.0,237.0,762.0
YW10-0218S,42,763,842.0,0.0,402.5,635.0
YW10-0218S,42,620,1244.5,0.0,348.0,631.0
YW10-0218S,42,729,1592.5,0.0,38.0,625.0
YW10-0218S,42,257,1630.5,0.0,38.0,638.0
YW10-0218S,42,255,0.0,771.0,2020.0,437.0
YW10-0218S,42,337,2020.0,771.0,364.0,439.0
YW10-0218S,43,80,0.0,0.0,540.0,748.5
YW10-0218S,43,42,540.0,0.0,387.5,754.0
YW10-0218S,43,125,927.5,0.0,380.0,747.0
YW10-0218S,43,499,1307.5,0.0,380.0,747.0
YW10-0218S,43,658,1687.5,0.0,340.0,752.0
YW10-0218S,43,371,2027.5,0.0,289.0,754.0
YW10-0218S,43,293,0.0,754.0,2058.0,458.0
YW10-0218S,43,246,2058.0,754.0,379.0,462.0
YW10-0218S,44,168,0.0,0.0,1962.0,734.0
YW10-0218S,44,568,1962.0,0.0,431.0,738.5
YW10-0218S,44,728,0.0,743.0,461.5,474.5
YW10-0218S,44,392,461.5,743.0,441.5,474.5
YW10-0218S,44,329,903.0,743.0,415.0,474.5
YW10-0218S,44,281,1318.0,743.0,316.5,420.0
YW10-0218S,44,103,1634.5,743.0,255.5,419.8
YW10-0218S,44,145,1890.0,743.0,241.0,416.0
YW10-0218S,45,370,0.0,0.0,708.0,740.0
YW10-0218S,45,24,708.0,0.0,558.0,735.0
YW10-0218S,45,555,1266.0,0.0,374.0,738.0
YW10-0218S,45,757,1640.0,0.0,248.0,734.0
YW10-0218S,45,205,1888.0,0.0,198.5,743.0
YW10-0218S,45,327,2086.5,0.0,98.0,743.0
YW10-0218S,45,384,2184.5,0.0,58.0,733.1
YW10-0218S,45,33,0.0,743.0,264.0,470.0
YW10-0218S,45,698,264.0,743.0,58.0,470.5
YW10-0218S,45,14,322.0,743.0,373.0,461.0
YW10-0218S,45,272,695.0,743.0,373.0,461.0
YW10-0218S,45,518,1068.0,743.0,373.0,461.0
YW10-0218S,45,552,1441.0,743.0,373.0,461.0
YW10-0218S,45,396,1814.0,743.0,329.0,459.5
YW10-0218S,45,560,2143.0,743.0,275.0,463.3
YW10-0218S,46,574,0.0,0.0,2301.0,707.0
YW10-0218S,46,278,2301.0,0.0,132.5,690.0
YW10-0218S,46,207,0.0,729.0,485.0,488.0
YW10-0218S,46,220,485.0,729.0,344.0,489.0
YW10-0218S,46,543,829.0,729.0,341.0,489.0
YW10-0218S,46,528,1170.0,729.0,324.0,489.0
YW10-0218S,46,502,1494.0,729.0,272.5,489.0
YW10-0218S,46,285,1766.5,729.0,198.0,488.0
YW10-0218S,46,405,1964.5,729.0,198.0,488.0
YW10-0218S,46,40,2162.5,729.0,158.0,488.0
YW10-0218S,46,176,2320.5,729.0,118.0,488.0
YW10-0218S,47,646,0.0,0.0,654.5,721.0
YW10-0218S,47,51,654.5,0.0,644.0,717.0
YW10-0218S,47,587,1298.5,0.0,644.0,717.0
YW10-0218S,47,202,1942.5,0.0,489.0,707.0
YW10-0218S,47,745,0.0,729.0,2034.0,486.5
YW10-0218S,47,227,2034.0,729.0,357.5,489.0
YW10-0218S,48,762,0.0,0.0,329.0,704.0
YW10-0218S,48,699,329.0,0.0,328.0,698.0
YW10-0218S,48,290,657.0,0.0,327.5,711.0
YW10-0218S,48,60,984.5,0.0,327.0,712.0
YW10-0218S,48,216,1311.5,0.0,327.0,712.0
YW10-0218S,48,516,1638.5,0.0,318.0,716.0
YW10-0218S,48,626,1956.5,0.0,308.0,719.0
YW10-0218S,48,682,2264.5,0.0,167.0,701.5
YW10-0218S,48,342,0.0,729.0,158.0,488.0
YW10-0218S,48,378,158.0,729.0,158.0,488.0
YW10-0218S,48,481,316.0,729.0,158.0,488.0
YW10-0218S,48,558,474.0,729.0,158.0,488.0
YW10-0218S,48,251,632.0,729.0,118.0,488.0
YW10-0218S,48,485,750.0,729.0,118.0,488.0
YW10-0218S,48,487,868.0,729.0,118.0,488.0
YW10-0218S,48,514,986.0,729.0,118.0,488.0
YW10-0218S,48,532,1104.0,729.0,118.0,488.0
YW10-0218S,48,226,1222.0,729.0,78.0,488.0
YW10-0218S,48,761,1300.0,729.0,78.0,488.0
YW10-0218S,48,556,1378.0,729.0,68.0,488.0
YW10-0218S,49,546,0.0,0.0,2001.0,711.0
YW10-0218S,49,140,2001.0,0.0,428.0,723.0
YW10-0218S,49,287,0.0,729.0,2201.0,484.0
YW10-0218S,49,244,2201.0,729.0,132.5,483.0
YW10-0218S,49,500,2333.5,729.0,48.0,482.0
YW10-0218S,50,663,0.0,0.0,562.0,709.0
YW10-0218S,50,400,562.0,0.0,562.0,728.0
YW10-0218S,50,95,1124.0,0.0,558.0,711.0
YW10-0218S,50,559,1682.0,0.0,516.5,702.0
YW10-0218S,50,39,2198.5,0.0,132.5,713.0
YW10-0218S,50,550,2331.0,0.0,98.0,698.0
YW10-0218S,50,404,0.0,729.0,389.0,484.0
YW10-0218S,50,674,389.0,729.0,389.0,484.0
YW10-0218S,50,150,778.0,729.0,365.3,484.0
YW10-0218S,50,509,1143.3,729.0,308.0,483.0
YW10-0218S,51,263,0.0,0.0,1247.0,722.0
YW10-0218S,51,525,1247.0,0.0,720.0,724.5
YW10-0218S,51,486,1967.0,0.0,457.5,729.0
YW10-0218S,51,90,0.0,729.0,278.0,478.0
YW10-0218S,51,319,278.0,729.0,1541.0,327.0
YW10-0218S,51,181,1819.0,729.0,248.0,327.0
YW10-0218S,52,731,0.0,0.0,377.0,720.0
YW10-0218S,52,28,377.0,0.0,369.0,709.0
YW10-0218S,52,198,746.0,0.0,360.0,701.5
YW10-0218S,52,738,1106.0,0.0,351.5,729.0
YW10-0218S,52,188,1457.5,0.0,350.5,706.5
YW10-0218S,52,565,1808.0,0.0,329.0,704.0
YW10-0218S,52,576,2137.0,0.0,279.0,694.0
YW10-0218S,52,26,0.0,729.0,418.0,458.0
YW10-0218S,52,173,418.0,729.0,418.0,464.0
YW10-0218S,52,260,836.0,729.0,397.5,458.0
YW10-0218S,52,247,1233.5,729.0,379.0,462.0
YW10-0218S,52,711,1612.5,729.0,379.0,462.0
YW10-0218S,52,388,1991.5,729.0,379.0,463.5
YW10-0218S,52,426,2370.5,729.0,58.0,460.0
YW10-0218S,53,746,0.0,0.0,512.0,720.0
YW10-0218S,53,166,512.0,0.0,508.0,710.0
YW10-0218S,53,437,1020.0,0.0,489.0,707.0
YW10-0218S,53,357,1509.0,0.0,477.5,723.0
YW10-0218S,53,328,1986.5,0.0,428.0,723.0
YW10-0218S,53,749,0.0,729.0,2134.0,462.0
YW10-0218S,53,171,2134.0,729.0,275.0,463.3
YW10-0218S,54,386,0.0,0.0,477.0,691.0
YW10-0218S,54,672,477.0,0.0,477.0,691.0
YW10-0218S,54,295,954.0,0.0,453.8,696.5
YW10-0218S,54,331,1407.8,0.0,453.8,696.5
YW10-0218S,54,423,1861.6,0.0,379.0,728.0
YW10-0218S,54,279,2240.6,0.0,163.0,705.0
YW10-0218S,54,320,0.0,729.0,378.8,464.0
YW10-0218S,54,665,378.8,729.0,378.8,464.0
YW10-0218S,54,666,757.6,729.0,378.8,464.0
YW10-0218S,54,43,1136.4,729.0,377.0,460.0
YW10-0218S,54,175,1513.4,729.0,373.0,460.0
YW10-0218S,54,298,1886.4,729.0,373.0,460.0
YW10-0218S,55,622,0.0,0.0,279.0,694.0
YW10-0218S,55,225,279.0,0.0,279.0,706.0
YW10-0218S,55,270,558.0,0.0,279.0,706.0
YW10-0218S,55,670,837.0,0.0,279.0,706.0
YW10-0218S,55,62,1116.0,0.0,260.0,701.0
YW10-0218S,55,693,1376.0,0.0,132.5,713.0
YW10-0218S,55,179,1508.5,0.0,58.0,718.0
YW10-0218S,55,141,1566.5,0.0,58.0,724.0
YW10-0218S,55,655,1624.5,0.0,288.0,664.0
YW10-0218S,55,347,1912.5,0.0,278.0,680.0
YW10-0218S,55,75,2190.5,0.0,58.0,673.0
YW10-0218S,55,636,0.0,729.0,1326.0,459.5
YW10-0218S,55,495,1326.0,729.0,463.0,466.0
YW10-0218S,55,580,1789.0,729.0,430.0,460.0
YW10-0218S,56,613,0.0,0.0,507.5,662.5
YW10-0218S,56,614,507.5,0.0,507.5,662.5
YW10-0218S,56,595,1015.0,0.0,444.0,658.0
YW10-0218S,56,401,1459.0,0.0,413.0,682.0
YW10-0218S,56,590,1872.0,0.0,378.0,680.0
YW10-0218S,56,364,2250.0,0.0,58.0,660.0
YW10-0218S,56,769,2308.0,0.0,58.0,660.0
YW10-0218S,56,422,2366.0,0.0,58.0,666.0
YW10-0218S,56,101,0.0,684.0,1998.0,530.0
YW10-0218S,56,515,1998.0,684.0,417.0,522.0
YW10-0218S,57,408,0.0,0.0,370.5,684.0
YW10-0218S,57,476,370.5,0.0,358.0,671.0
YW10-0218S,57,579,728.5,0.0,346.0,676.0
YW10-0218S,57,100,1074.5,0.0,317.0,674.0
YW10-0218S,57,92,1391.5,0.0,299.0,668.0
YW10-0218S,57,55,1690.5,0.0,294.5,666.0
YW10-0218S,57,488,1985.0,0.0,289.0,668.4
YW10-0218S,57,248,2274.0,0.0,132.5,655.0
YW10-0218S,57,369,0.0,684.0,383.8,524.5
YW10-0218S,57,359,383.8,684.0,361.0,527.0
YW10-0218S,57,653,744.8,684.0,361.0,527.0
